location,x,y,z,yaw,pitch,roll,Distance To Packoff,Distance To SPH
BufferD(15),653.3181,-230.4947,1272.271,-177.7761,90.0,-180.0,1241.1593435400007,1445.204442685129
BufferD(16),653.826,238.4986,1205.888,-177.7657,90.0,-180.0,1218.6427760109382,1297.821112582389
BufferD(17),651.9596,117.4924,1205.878,-176.8564,90.0,-180.0,1189.978903793057,1305.420094541682
BufferD(18),652.1568,8.318403,1205.875,-178.6639,90.0,-180.0,1174.6418645213291,1322.6581483169264
BufferD(19),653.1697,-110.3393,1205.872,-178.2696,90.0,-180.0,1169.5191092823948,1351.54687020228
BufferD(20),654.2125,-231.7957,1205.867,-177.3941,90.0,-180.0,1176.710275461401,1391.015444791297
BufferD(21),651.4538,239.9382,1138.555,-177.9997,90.0,-180.0,1155.5079654356373,1237.76479125872
BufferD(22),654.1108,125.0768,1138.511,-178.5027,90.0,-180.0,1127.2204184864847,1247.065594043033
BufferD(23),653.0026,6.812114,1138.499,-178.2523,90.0,-180.0,1109.0459759204582,1265.6558747997103
BufferD(24),652.8514,-111.2324,1138.495,-178.0328,90.0,-180.0,1103.528970235619,1295.2209878368888
BufferD(25),653.5671,-227.7442,1138.49,-178.1955,90.0,-180.0,1110.6121433117755,1334.4350406252543
BufferD(26),653.4569,235.8216,1070.9,-177.0516,90.0,-180.0,1091.7734503682234,1180.6450935086445
BufferD(27),652.3252,125.0304,1071.222,-178.5459,90.0,-180.0,1062.6196739968848,1188.6443406897783
BufferD(28),651.7703,6.568624,1071.202,-178.1875,90.0,-180.0,1043.4231668601851,1208.4577224384507
BufferD(29),652.9829,-112.1464,1071.197,-177.8568,90.0,-180.0,1037.8964197178711,1240.2922490736269
BufferD(30),652.3827,-232.1184,1071.177,-177.3212,90.0,-180.0,1045.637208341849,1281.9782445035905
BufferD(31),653.6179,235.4476,1006.813,-177.1235,90.0,-180.0,1032.6350921733658,1126.5698786100381
BufferD(32),654.077,124.4549,1006.666,-178.3976,90.0,-180.0,1001.665215282689,1135.4662820111482
BufferD(33),652.266,8.285009,1006.656,-178.6434,90.0,-180.0,981.3155875668446,1155.0707978743137
BufferD(34),653.7661,-116.6134,1006.635,-176.914,90.0,-180.0,975.3457280380406,1190.2922646221323
BufferD(35),652.8237,-234.0281,1006.626,-176.9159,90.0,-180.0,983.7112736105678,1232.895637708585
BufferD(36),651.606,235.0537,938.2875,-176.7834,90.0,-180.0,969.5725413828434,1068.7185663291202
BufferD(37),651.7391,127.2269,938.5424,-178.9524,90.0,-180.0,937.6460395078165,1077.860102076611
BufferD(38),654.2769,1.288476,939.7466,-176.9392,90.0,-180.0,916.6303687109004,1103.92857705409
BufferD(39),654.3146,-113.6935,939.7463,-177.5448,90.0,-180.0,910.677644126549,1137.3478216431815
BufferD(40),653.2316,-233.0408,939.746,-177.1377,90.0,-180.0,919.5014514207824,1182.3243175383031
BufferD(41),654.9633,239.8831,873.3262,-177.8896,90.0,-180.0,913.814630307717,1018.1236295873041
BufferD(42),653.3948,121.308,873.3223,-177.5908,90.0,-180.0,875.7403332892985,1027.4608421576115
BufferD(43),652.5279,5.895249,873.3161,-178.0395,90.0,-180.0,853.1799344922402,1049.8011746117536
BufferD(44),653.2508,-114.8766,873.3134,-177.2489,90.0,-180.0,846.4000582228321,1086.8203100613964
BufferD(45),652.4847,-229.9766,873.2941,-177.7101,90.0,-180.0,855.4836098328695,1132.2071290670317
BufferD(46),654.0051,241.5613,807.7716,-178.1538,90.0,-180.0,856.4067970868737,966.1522960339255
BufferD(47),653.7297,123.3192,807.7716,-177.9722,90.0,-180.0,815.8825879253507,976.5522147336618
BufferD(48),653.9497,5.880976,807.7716,-178.0251,90.0,-180.0,791.3701072388641,1001.0026429373652
BufferD(49),653.7283,-111.2791,807.7687,-177.9554,90.0,-180.0,783.7323037206897,1037.8739465264825
BufferD(50),653.7032,-233.4626,807.7479,-177.0577,90.0,-180.0,794.357673373049,1088.6011163560304
BufferD(51),656.5483,239.6565,742.2486,-177.7973,90.0,-180.0,799.7702476361806,918.4153295956215
BufferD(52),653.7823,119.825,741.5905,-177.2393,90.0,-180.0,754.6703156741264,927.7110431985177
BufferD(53),653.0521,2.56485,741.5905,-177.2026,90.0,-180.0,728.3833279283499,953.1822425879777
BufferD(54),653.0728,-111.9789,741.59,-177.8363,90.0,-180.0,720.6632570827762,991.3672945564687
BufferD(55),654.237,-232.5919,741.5903,-177.1108,90.0,-180.0,732.4454776108058,1044.3975574777
BufferD(56),652.3745,234.3451,675.6682,-176.5626,90.0,-180.0,740.0279279056632,867.6213692041903
BufferD(57),653.5107,123.5702,675.6658,-178.0399,90.0,-180.0,696.83163714142,879.8737651325922
BufferD(58),652.4903,8.622485,675.6628,-178.4309,90.0,-180.0,667.8964281658076,905.338229937654
BufferD(59),653.9913,-111.5992,675.6604,-177.9872,90.0,-180.0,658.9850878487794,947.9524828803287
BufferD(60),654.1154,-227.1292,674.862,-178.2999,90.0,-180.0,669.7297090685506,999.574907894534
BufferD(61),654.0622,241.3226,609.1246,-178.1186,90.0,-180.0,689.7067199196174,823.0367386542291
BufferD(62),654.9631,124.4418,609.1225,-178.1268,90.0,-180.0,639.6515026014756,835.8831536460787
BufferD(63),653.1978,6.636428,608.7089,-177.9691,90.0,-180.0,606.6499019968077,862.6041636845326
BufferD(64),654.0294,-109.6916,608.7056,-178.1765,90.0,-180.0,596.9094424297522,905.4005842220769
BufferD(65),653.3331,-227.8746,608.7042,-178.1118,90.0,-180.0,609.4134275877087,960.438304956413
BufferD(66),653.2341,242.0059,543.3488,-178.224,90.0,-180.0,638.6509644638624,780.3274404823721
BufferD(67),652.6443,121.4091,542.1668,-177.5964,90.0,-180.0,581.075647471671,792.5795346550516
BufferD(68),652.8762,6.252191,542.0958,-177.9996,90.0,-180.0,546.9299235147007,822.0242092882613
BufferD(69),654.2471,-110.9879,541.9646,-177.9902,90.0,-180.0,536.3220133401552,867.5897401234446
BufferD(70),652.3104,-230.3568,541.9581,-177.6101,90.0,-180.0,550.2230282823389,924.8588231215766
BufferD(71),654.2939,236.8262,477.1558,-177.0887,90.0,-180.0,587.554937593951,742.5706706604645
BufferD(72),653.3075,116.8129,477.1531,-176.6343,90.0,-180.0,526.7374814337287,756.5676387638001
BufferD(73),654.3637,0.7970662,476.8094,-176.7196,90.0,-180.0,489.8815240923577,788.8309557886603
BufferD(74),653.7518,-113.1198,476.8094,-177.6603,90.0,-180.0,478.4277062461722,834.0586247178732
BufferD(75),654.2087,-224.4688,475.4514,-178.8512,90.0,-180.0,492.44421615986477,890.3150879215717
BufferD(76),654.4684,238.5693,410.8418,-177.3746,90.0,-180.0,543.665456449986,707.870838794827
BufferD(77),653.6349,120.9892,410.8281,-177.2968,90.0,-180.0,478.0546592025201,721.8718320843792
BufferD(78),653.363,5.156743,410.8127,-177.7305,90.0,-180.0,435.6497541230619,754.0101431986203
BufferD(79),654.0002,-109.6269,410.8106,-178.3599,90.0,-180.0,422.25783545595414,801.9538612632151
BufferD(80),655.6533,-228.3768,410.8106,-177.9539,90.0,-180.0,441.1571291510629,865.6020903043637
BufferD(81),653.4982,236.6098,343.3476,-176.9323,90.0,-180.0,500.98254197043394,676.5423749556195
BufferD(82),652.7512,118.0012,343.3464,-176.7835,90.0,-180.0,428.95520986165167,691.820155820605
BufferD(83),653.6437,3.267496,343.3449,-177.2753,90.0,-180.0,383.064514126379,726.3579139513698
BufferD(84),654.0505,-111.7126,343.3419,-177.7409,90.0,-180.0,368.20919451042187,776.2050297374387
BufferD(85),654.2358,-228.2182,343.3419,-178.0414,90.0,-180.0,388.7597616884284,839.6893828816344
BufferD(86),651.7166,239.3615,276.1918,-177.4701,90.0,-180.0,467.4315935750295,649.847494424792
BufferD(87),651.9055,122.1501,276.9905,-177.4843,90.0,-180.0,390.22018961734364,666.0573515624011
BufferD(88),653.8209,2.055308,276.9783,-176.9825,90.0,-180.0,336.7012274702694,704.0952563068564
BufferD(89),653.5429,-111.2888,276.9673,-177.7974,90.0,-180.0,319.58329132709935,754.210431716588
BufferD(90),655.6982,-230.1354,276.559,-177.4727,90.0,-180.0,344.86176110309134,822.1350331783204
BufferD(91),652.3401,232.6606,207.8778,-175.9602,90.0,-180.0,435.16597053629044,631.7842028331034
BufferD(92),652.6723,120.979,209.0529,-177.3696,90.0,-180.0,356.7110717931441,648.5045354993672
BufferD(93),653.2582,3.795539,208.8356,-177.3041,90.0,-180.0,297.5827507544917,685.3545125455526
BufferD(94),652.8776,-111.0022,208.8073,-177.9399,90.0,-180.0,277.29928555813416,737.1389194693902
BufferD(95),654.538,-227.6478,207.1112,-178.249,90.0,-180.0,304.15605811574693,804.523150506245
BufferD(96),653.0191,240.3468,140.95,-177.6652,90.0,-180.0,423.8020961618472,620.2137045488466
BufferD(97),652.2087,121.9448,140.7303,-177.6035,90.0,-180.0,334.3206053361079,636.0132269754098
BufferD(98),653.1085,-0.2430165,140.3976,-176.6042,90.0,-180.0,268.24395192919,675.6547050029463
BufferD(99),654.2021,-116.659,140.391,-176.8439,90.0,-180.0,248.91774148801767,730.867348369541
BufferD(100),653.9357,-234.3788,140.3872,-176.7207,90.0,-180.0,280.6632884365884,799.1047842146186
BufferE(1),633.8401,-289.6253,1407.004,136.5519,90.0,-180.0,1376.602311794908,1572.0864592218566
BufferE(2),547.3071,-373.0529,1407.07,137.0434,90.0,-180.0,1379.6794023304856,1573.619065457671
BufferE(3),461.4052,-455.5697,1407.032,137.505,90.0,-180.0,1392.8473753763387,1583.9593713040458
BufferE(4),382.1469,-535.4158,1406.986,136.3452,90.0,-180.0,1414.9346410268058,1603.16917345257
BufferE(5),298.9986,-620.6398,1406.98,136.8249,90.0,-180.0,1447.7324599897613,1632.2675798840626
BufferE(6),632.7532,-290.4885,1342.328,136.7789,90.0,-180.0,1313.3329603939267,1517.087795711187
BufferE(7),548.1828,-372.3782,1341.134,136.9328,90.0,-180.0,1315.3298893519473,1517.7288522219449
